ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
4344,BESSEMER CITY SCHOOL DISTRICT,2009,38272,6432,21944,9896,68499,21937,14228,3425,27796
27440,BIRMINGHAM CITY SCHOOL DISTRICT,2009,293784,44729,149042,100013,327114,126087,116186,22475,59139
2307,FAIRFIELD CITY SCHOOL DISTRICT,2009,18090,2409,12411,3270,21122,11046,6961,1598,1334
36174,JEFFERSON COUNTY BOARD OF EDUCATION,2009,347809,30624,200519,116666,461866,181504,109271,26128,138830
1409,TARRANT CITY SCHOOL DISTRICT,2009,17461,2055,7308,8098,28252,7043,4666,1418,14998
1457,LEEDS CITY SCHOOL DISTRICT,2009,12892,1272,7601,4019,13467,6773,5329,953,272
4116,TRUSSVILLE CITY SCHOOL DISTRICT,2009,37864,1212,20075,16577,43682,21216,14876,3018,4068
12607,HOOVER CITY SCHOOL DISTRICT,2009,154406,4554,63374,86478,160574,80427,51505,12920,6488
4367,MOUNTAIN BROOK SCHOOLS,2009,57415,814,19897,36704,60394,33598,17068,3496,5535
3494,HOMEWOOD CITY SCHOOL DISTRICT,2009,44025,1703,13261,29061,49057,27185,12980,3025,4777
1245,MIDFIELD CITY SCHOOL DISTRICT,2009,10847,1357,6654,2836,10599,5502,3691,1157,166
5993,VESTAVIA HILLS CITY SCHOOL DISTRICT,2009,70147,1372,28780,39995,96768,42688,19772,4137,29820
2346,LAMAR COUNTY SCHOOL DISTRICT,2009,22628,2182,15835,4611,22701,11125,6642,2428,1876
4169,FLORENCE CITY SCHOOL DISTRICT,2009,50250,6049,22703,21498,50595,26751,14784,3155,5138
9011,LAUDERDALE COUNTY SCHOOL DISTRICT,2009,75645,5728,49736,20181,77405,46557,22772,6359,1397
5419,LAWRENCE COUNTY SCHOOL DISTRICT,2009,54927,5698,36145,13084,56867,28153,16686,4790,6257
9742,LEE COUNTY SCHOOL DISTRICT,2009,86019,5934,51596,28489,93029,50846,25413,6452,7246
4172,OPELIKA CITY SCHOOLS,2009,43990,4295,21929,17766,41225,22884,12789,4246,306
5993,AUBURN CITY SCHOOL DISTRICT,2009,68040,3346,30037,34657,70061,32689,20310,4087,9691
3071,ATHENS CITY SCHOOL DISTRICT,2009,33360,2341,16604,14415,36194,19389,9588,2293,3896
8702,LIMESTONE COUNTY SCHOOL DISTRICT,2009,80338,5131,51785,23422,83127,46688,22333,5562,6749
1953,LOWNDES COUNTY SCHOOL DISTRICT,2009,22673,5945,12620,4108,23974,11991,8636,2113,639
2925,MACON COUNTY SCHOOL DISTRICT,2009,29038,5325,17776,5937,32242,13559,11208,2807,3347
23205,HUNTSVILLE CITY SCHOOL DISTRICT,2009,233767,19408,118663,95696,263427,136525,85282,13506,26871
19785,MADISON COUNTY SCHOOL DISTRICT,2009,169448,11284,101284,56880,191169,96089,56301,14061,19577
8466,MADISON CITY SCHOOL DISTRICT,2009,78207,3545,42558,32104,89098,44147,24908,4733,11192
2437,DEMOPOLIS CITY SCHOOL DISTRICT,2009,22550,2115,13505,6930,23774,12115,5385,1871,4328
1565,MARENGO COUNTY SCHOOL DISTRICT,2009,15924,2144,10189,3591,16479,8043,5179,1508,1471
528,LINDEN CITY SCHOOL DISTRICT,2009,6016,974,4147,895,6630,2781,2388,550,857
3781,MARION COUNTY SCHOOL DISTRICT,2009,33417,3212,23627,6578,33812,18842,9483,2719,2512
1289,WINFIELD CITY SCHOOL DISTRICT,2009,12723,858,8641,3224,12410,6430,3454,1162,1164
5815,MARSHALL COUNTY SCHOOL DISTRICT,2009,53153,7286,33772,12095,56040,28575,17912,5528,3317
2292,BOAZ CITY SCHOOL DISTRICT,2009,21330,2162,12419,6749,20752,10860,6565,2163,168
3849,ALBERTVILLE CITY SCHOOL DISTRICT,2009,34170,4066,22862,7242,50805,19975,10748,3155,16308
2411,ARAB CITY SCHOOL DISTRICT,2009,21276,1372,13424,6480,21212,12765,6487,1648,258
1878,GUNTERSVILLE CITY SCHOOL DISTRICT,2009,17668,1601,10025,6042,19170,10104,5707,1801,1394
62531,MOBILE COUNTY SCHOOL DISTRICT,2009,580220,76629,346746,156845,595423,309044,206921,40313,12986
1535,SARALAND CITY SCHOOLS,2009,29169,1133,5628,22408,29559,5884,5838,1047,15378
4214,MONROE COUNTY SCHOOL DISTRICT,2009,37903,4916,26363,6624,39039,21823,11991,3401,1717
31307,MONTGOMERY COUNTY SCHOOL DISTRICT,2009,331136,39455,180670,111011,354042,156911,101477,22498,70511
8821,DECATUR CITY SCHOOL DISTRICT,2009,91532,7918,46373,37241,94994,53814,28215,6430,5011
7760,MORGAN COUNTY SCHOOL DISTRICT,2009,74511,5910,39797,28804,81145,42025,24539,6212,6604
3200,HARTSELLE CITY SCHOOL DISTRICT,2009,28195,1622,16905,9668,27006,16556,7885,1865,218
1956,PERRY COUNTY SCHOOL DISTRICT,2009,18010,3663,11888,2459,19215,10298,6302,1989,283
3032,PICKENS COUNTY SCHOOL DISTRICT,2009,27411,3731,18984,4696,27871,15966,9089,2489,187
2199,PIKE COUNTY SCHOOL DISTRICT,2009,22348,3696,12952,5700,23292,11860,8895,1768,480
2229,TROY CITY SCHOOL DISTRICT,2009,20246,2213,12124,5909,20626,12102,5752,1482,858
2323,RANDOLPH COUNTY SCHOOL DISTRICT,2009,20352,2226,12975,5151,20524,11381,6661,1550,883
1533,ROANOKE CITY SCHOOL DISTRICT,2009,13348,1609,9021,2718,14109,7382,3760,1251,1606
6022,PHENIX CITY SCHOOL DISTRICT,2009,54917,7374,33285,14258,61316,31160,17296,5313,5825
3445,RUSSELL COUNTY SCHOOL DISTRICT,2009,29992,3779,19442,6771,34429,16234,11075,2995,3091
8358,ST CLAIR COUNTY SCHOOL DISTRICT,2009,72544,6340,48256,17948,78236,41233,19126,6295,9394
4152,PELL CITY SCHOOL DISTRICT,2009,36409,3296,24325,8788,38720,20311,11054,2755,3177
27194,SHELBY COUNTY SCHOOL DISTRICT,2009,269297,14329,139869,115099,264700,136959,80970,21110,15544
2332,SUMTER COUNTY SCHOOL DISTRICT,2009,21610,4319,13256,4035,24436,11633,8547,2055,1099
2424,SYLACAUGA CITY SCHOOL DISTRICT,2009,22014,2379,12982,6653,23063,13576,6847,1899,503
2521,TALLADEGA CITY SCHOOL DISTRICT,2009,24563,2831,16415,5317,25915,13719,8061,2163,1900
7832,TALLADEGA COUNTY SCHOOL DISTRICT,2009,71778,8170,41314,22294,74889,35393,27639,6462,3082
3038,TALLAPOOSA COUNTY SCHOOL DISTRICT,2009,29599,3908,17248,8443,31703,17130,9296,3239,1633
3443,ALEXANDER CITY SCHOOL DISTRICT,2009,30017,2526,17878,9613,30725,18750,9336,1757,169
10274,TUSCALOOSA CITY SCHOOL DISTRICT,2009,127093,12294,57356,57443,115557,52995,35814,6889,17049
17535,TUSCALOOSA COUNTY SCHOOL DISTRICT,2009,164951,13606,99065,52280,157873,80298,48106,14059,13140
2720,JASPER CITY SCHOOL DISTRICT,2009,27402,1761,15860,9781,28158,15268,8635,1902,2223
8351,WALKER COUNTY SCHOOL DISTRICT,2009,92936,9873,58850,24213,86958,43976,28788,6733,6160
3487,WASHINGTON COUNTY SCHOOL DISTRICT,2009,32449,3894,20426,8129,31894,18786,9715,3044,100
2163,WILCOX COUNTY SCHOOL DISTRICT,2009,21801,4054,14018,3729,22282,10592,7863,1810,1249
2757,WINSTON COUNTY SCHOOL DISTRICT,2009,28637,2862,18394,7381,33111,13868,10528,2731,5421
1639,HALEYVILLE CITY SCHOOL DISTRICT,2009,15545,1593,9947,4005,19783,8804,3883,1341,5225
9852,AUTAUGA COUNTY SCHOOL DISTRICT,2008,83791,5931,58707,19153,82620,45786,23814,6010,5210
26512,BALDWIN COUNTY SCHOOL DISTRICT,2008,287620,17547,136611,133462,370288,156879,97253,16797,87497
1156,BARBOUR COUNTY SCHOOL DISTRICT,2008,12837,2505,7896,2436,12184,5852,4447,1114,615
2779,EUFAULA CITY SCHOOL DISTRICT,2008,26513,3042,16709,6762,29277,15646,8330,2393,2867
3549,BIBB COUNTY SCHOOL DISTRICT,2008,38554,3743,28150,6661,45416,17683,10991,3492,12438
8378,BLOUNT COUNTY SCHOOL DISTRICT,2008,79009,5700,57416,15893,74131,38547,21138,5825,8047
1412,ONEONTA CITY SCHOOL DISTRICT,2008,13663,719,9322,3622,12521,7083,3151,1207,801
1678,BULLOCK COUNTY SCHOOL DISTRICT,2008,17023,2900,11629,2494,17772,7780,6786,1508,1457
3379,BUTLER COUNTY SCHOOL DISTRICT,2008,36076,5228,24150,6698,45016,18094,11165,2758,11239
2443,ANNISTON CITY SCHOOL DISTRICT,2008,23652,4546,13822,5284,22958,12208,8327,1884,502
9223,CALHOUN COUNTY SCHOOL DISTRICT,2008,89399,7095,65957,16347,93684,45237,29967,6315,12052
1689,JACKSONVILLE CITY SCHOOL DISTRICT,2008,15030,971,10975,3084,15083,8531,4179,959,1275
1090,PIEDMONT CITY SCHOOL DISTRICT,2008,10832,1162,7726,1944,9438,5278,2852,739,483
3983,OXFORD CITY SCHOOL DISTRICT,2008,40750,2538,24052,14160,43598,21189,11693,2653,6822
4191,CHAMBERS COUNTY SCHOOL DISTRICT,2008,38042,4075,26080,7887,36461,19195,12681,2918,847
934,LANETT CITY SCHOOL DISTRICT,2008,9033,1231,6193,1609,8860,5001,2923,701,158
4164,CHEROKEE COUNTY SCHOOL DISTRICT,2008,41630,3563,28121,9946,46884,22177,12768,3380,7565
7632,CHILTON COUNTY SCHOOL DISTRICT,2008,71593,6607,52782,12204,65258,35974,19906,5347,3203
1979,CHOCTAW COUNTY SCHOOL DISTRICT,2008,24436,2916,13255,8265,19874,9315,7619,1737,124
3379,CLARKE COUNTY SCHOOL DISTRICT,2008,34346,4390,22353,7603,34212,17141,11170,3035,2214
1581,THOMASVILLE CITY SCHOOL DISTRICT,2008,14911,1438,10120,3353,13927,8403,4157,989,269
2129,CLAY COUNTY SCHOOL DISTRICT,2008,20307,1784,15065,3458,18864,11200,5473,1877,73
2630,CLEBURNE COUNTY SCHOOL DISTRICT,2008,29642,2295,22002,5345,32663,13523,7435,2123,9133
2053,COFFEE COUNTY SCHOOL DISTRICT,2008,20681,1966,14301,4414,20574,10060,5936,1381,3051
882,ELBA CITY SCHOOL DISTRICT,2008,9058,1190,6046,1822,9115,5150,2917,825,212
6104,ENTERPRISE CITY SCHOOL DISTRICT,2008,68672,10356,37843,20473,68043,32143,16819,4034,14660
2971,COLBERT COUNTY SCHOOL DISTRICT,2008,33984,2906,19347,11731,31912,16488,11638,3039,579
1180,SHEFFIELD CITY SCHOOL DISTRICT,2008,13845,1931,7916,3998,13838,7915,4488,1175,235
1519,TUSCUMBIA CITY SCHOOL DISTRICT,2008,15928,1066,9870,4992,14980,7849,5289,1131,568
2711,MUSCLE SHOALS CITY SCHOOL DISTRICT,2008,28632,1132,17612,9888,27928,14456,8514,2274,2619
1661,CONECUH COUNTY SCHOOL DISTRICT,2008,21919,3024,13446,5449,20726,10346,6878,1876,1268
1345,COOSA COUNTY SCHOOL DISTRICT,2008,15011,2081,10474,2456,13786,6962,5250,1057,256
1684,ANDALUSIA CITY SCHOOL DISTRICT,2008,16709,1681,10301,4727,15550,9230,4629,1179,388
3082,COVINGTON COUNTY SCHOOL DISTRICT,2008,34927,3321,22513,9093,32851,16553,10231,2863,2975
1428,OPP CITY SCHOOL DISTRICT,2008,14899,1123,10163,3613,17151,6804,3995,1033,4776
2380,CRENSHAW COUNTY SCHOOL DISTRICT,2008,23330,3078,16026,4226,23811,12395,7105,2103,2074
2777,CULLMAN CITY SCHOOL DISTRICT,2008,27825,2576,14714,10535,26561,16613,7335,1880,494
10041,CULLMAN COUNTY SCHOOL DISTRICT,2008,103595,8415,66545,28635,98806,51213,30114,7284,9215
2869,DALE COUNTY SCHOOL DISTRICT,2008,27299,2377,18628,6294,25668,14478,7840,2270,458
2479,OZARK CITY SCHOOL DISTRICT,2008,25340,2938,17099,5303,24949,13663,9540,1653,46
1289,DALEVILLE CITY SCHOOL DISTRICT,2008,13702,1970,9514,2218,13301,7058,4172,1126,804
4215,DALLAS COUNTY SCHOOL DISTRICT,2008,45924,6933,33731,5260,43724,20890,16298,3557,2538
4181,SELMA CITY SCHOOL DISTRICT,2008,37732,6223,24487,7022,37113,20901,11465,3563,901
8758,DE KALB COUNTY SCHOOL DISTRICT,2008,91271,9303,65315,16653,85719,48049,24252,6680,6290
2899,FORT PAYNE CITY SCHOOL DISTRICT,2008,27723,2525,17740,7458,25653,15299,6867,2563,315
10865,ELMORE COUNTY SCHOOL DISTRICT,2008,102640,9296,69765,23579,112776,53719,28998,7648,19871
2023,TALLASSEE CITY SCHOOL DISTRICT,2008,19138,1452,13208,4478,18243,10306,4034,1539,2263
1299,BREWTON CITY SCHOOL DISTRICT,2008,13794,974,8012,4808,12268,7624,3623,621,50
4622,ESCAMBIA COUNTY SCHOOL DISTRICT,2008,49104,5566,31350,12188,45269,23391,15830,3450,2180
1680,ATTALLA CITY SCHOOL DISTRICT,2008,16096,1574,11676,2846,16004,8961,5087,1259,241
9225,ETOWAH COUNTY BOARD OF EDUCATION,2008,81492,6638,58777,16077,77875,43869,24274,5699,2127
5429,GADSDEN CITY SCHOOL DISTRICT,2008,56979,8673,34999,13307,55643,29909,18190,4706,1730
2525,FAYETTE COUNTY SCHOOL DISTRICT,2008,24803,2251,17260,5292,24856,12953,8242,2249,1244
3170,FRANKLIN COUNTY SCHOOL DISTRICT,2008,35967,3757,24759,7451,32071,16841,10464,3636,408
2398,RUSSELLVILLE CITY SCHOOLS,2008,24009,2049,15818,6142,24260,13203,6109,2154,1710
2685,GENEVA COUNTY SCHOOL DISTRICT,2008,27246,2707,20579,3960,22785,12169,7854,2183,349
1292,GENEVA CITY SCHOOL DIST,2008,12067,1157,8181,2729,11593,7163,3241,802,197
1467,GREENE COUNTY SCHOOL DISTRICT,2008,18376,3076,11104,4196,16320,7506,6365,1230,1124
3198,HALE COUNTY SCHOOL DISTRICT,2008,30768,4382,21790,4596,29945,16804,9436,2665,756
2729,HENRY COUNTY SCHOOL DISTRICT,2008,25990,2898,18328,4764,25666,13175,8040,2545,1325
9017,DOTHAN CITY SCHOOL DISTRICT,2008,89519,11497,53328,24694,88755,50882,28093,5901,3329
6320,HOUSTON COUNTY SCHOOL DISTRICT,2008,56463,5193,36208,15062,53506,31774,15833,4652,846
5940,JACKSON COUNTY SCHOOL DISTRICT,2008,66465,5580,44211,16674,67592,30554,20786,5085,11016
2683,SCOTTSBORO CITY SCHOOL DISTRICT,2008,31519,2198,19423,9898,31020,14466,9374,2511,2827
4247,BESSEMER CITY SCHOOL DISTRICT,2008,42825,6135,24834,11856,44810,20503,14448,3384,5658
28266,BIRMINGHAM CITY SCHOOL DISTRICT,2008,350091,50160,167180,132751,305954,136652,121278,23444,20892
2327,FAIRFIELD CITY SCHOOL DISTRICT,2008,22799,2336,15549,4914,21132,12351,6686,1606,300
36109,JEFFERSON COUNTY BOARD OF EDUCATION,2008,361624,24751,212768,124105,411361,184629,107665,25461,86914
1371,TARRANT CITY SCHOOL DISTRICT,2008,18341,1789,7716,8836,16555,7426,5616,1277,2122
1406,LEEDS CITY SCHOOL DISTRICT,2008,14844,1187,9362,4295,14450,6568,5133,979,1575
4118,TRUSSVILLE CITY SCHOOL DISTRICT,2008,46173,902,26808,18463,73019,20633,13182,2963,35765
12479,HOOVER CITY SCHOOL DISTRICT,2008,169370,3848,69367,96155,168797,87761,53188,12550,5784
4328,MOUNTAIN BROOK SCHOOLS,2008,59908,807,23357,35744,68715,32862,16681,3416,15042
3388,HOMEWOOD CITY SCHOOL DIST,2008,49740,1295,15729,32716,53746,27857,13334,3042,8106
1257,MIDFIELD CITY SCHOOL DIST,2008,12274,1297,7896,3081,11243,5754,3674,1218,504
5935,VESTAVIA HILLS CITY SCHOOL DISTRICT,2008,70213,1327,29714,39172,89260,44615,17258,3509,23559
2343,LAMAR COUNTY SCHOOL DISTRICT,2008,23012,2022,16493,4497,21786,11466,7021,2562,278
4053,FLORENCE CITY SCHOOL DISTRICT,2008,51056,6044,26123,18889,49130,27414,14944,3248,2967
8904,LAUDERDALE COUNTY SCHOOL DISTRICT,2008,81710,5682,55277,20751,80674,47976,23097,6240,2929
5437,LAWRENCE COUNTY SCHOOL DISTRICT,2008,54458,5403,36805,12250,52216,28732,16782,4687,1194
10002,LEE COUNTY SCHOOL DISTRICT,2008,93544,6069,58170,29305,93045,54606,25164,6759,4296
4181,OPELIKA CITY SCHS,2008,50340,4406,27626,18308,44904,24215,13403,5772,452
5672,AUBURN CITY SCHOOL DIST,2008,66504,3265,32925,30314,67331,33646,20421,3875,6388
2985,ATHENS CITY SCHOOL DISTRICT,2008,35970,2380,18493,15097,36723,20020,9965,2273,3188
8556,LIMESTONE COUNTY SCHOOL DISTRICT,2008,84043,4950,54097,24996,80651,48453,22984,5476,2375
2026,LOWNDES COUNTY SCHOOL DISTRICT,2008,28891,6246,18592,4053,25062,13125,8736,2380,370
3029,MACON COUNTY SCHOOL DISTRICT,2008,31860,5522,20748,5590,30899,14781,11284,2633,836
22799,HUNTSVILLE CITY SCHOOL DISTRICT,2008,247091,19754,124995,102342,255627,138742,81189,13755,20562
19146,MADISON COUNTY SCHOOL DISTRICT,2008,196435,10908,130728,54799,174594,95008,55745,13742,5753
8298,MADISON CITY SCHOOL DISTRICT,2008,81067,3379,46758,30930,85319,44342,24136,5054,8347
2462,DEMOPOLIS CITY SCHOOL DISTRICT,2008,23293,2206,16134,4953,23199,12427,5533,2043,3161
1531,MARENGO COUNTY SCHOOL DISTRICT,2008,16701,2345,11151,3205,16649,8425,5415,1539,879
508,LINDEN CITY SCHOOL DIST,2008,6303,1205,4120,978,6321,3053,2303,678,222
3718,MARION COUNTY SCHOOL DISTRICT,2008,35348,3227,24719,7402,33148,19227,9499,3058,1076
1325,WINFIELD CITY SCHOOL DISTRICT,2008,14526,898,10238,3390,12530,6714,3571,1293,740
5647,MARSHALL COUNTY SCHOOL DISTRICT,2008,56712,6969,37475,12268,55204,28650,17735,5622,2443
2173,BOAZ CITY SCHOOL DISTRICT,2008,25178,2188,16006,6984,23826,11323,6783,2252,2432
3790,ALBERTVILLE CITY SCHOOL DISTRICT,2008,36664,3813,24081,8770,45593,19571,10391,3066,12082
2458,ARAB CITY SCHOOL DISTRICT,2008,23825,1266,16248,6311,22963,13725,6916,1640,640
1921,GUNTERSVILLE CITY SCHOOL DIST,2008,21172,1337,13542,6293,18789,10467,6045,1957,115
64375,MOBILE COUNTY SCHOOL DISTRICT,2008,618181,75127,376648,166406,631547,323351,222491,41067,29342
0,SARALAND CITY,2008,5729,76,645,5008,5735,474,1402,149,3216
4300,MONROE COUNTY SCHOOL DISTRICT,2008,38997,4475,27922,6600,39684,21970,12095,3725,1844
31618,MONTGOMERY COUNTY SCHOOL DISTRICT,2008,310018,38109,190891,81018,311381,156280,104160,22306,25825
8918,DECATUR CITY SCHOOL DISTRICT,2008,104257,7757,55683,40817,99752,54757,28229,6557,8601
7771,MORGAN COUNTY SCHOOL DISTRICT,2008,88873,5363,51809,31701,78753,41661,25629,5863,4059
3130,HARTSELLE CITY SCHOOL DISTRICT,2008,31013,1328,20081,9604,27899,16561,8018,1794,1008
1999,PERRY COUNTY SCHOOL DISTRICT,2008,22867,3850,16576,2441,20250,11010,6369,2045,468
3145,PICKENS COUNTY SCHOOL DISTRICT,2008,29701,3585,21568,4548,28835,15771,9729,2449,739
2204,PIKE COUNTY SCHOOL DISTRICT,2008,24174,3364,14786,6024,24936,11974,9194,1705,1764
2298,TROY CITY SCHOOL DISTRICT,2008,21728,2147,13299,6282,21202,12261,6165,1579,749
2286,RANDOLPH COUNTY SCHOOL DISTRICT,2008,22164,2139,15102,4923,20225,11648,6745,1502,280
1493,ROANOKE CITY SCHOOL DISTRICT,2008,13928,1573,9409,2946,14096,7892,3735,1256,1124
5812,PHENIX CITY SCHOOL DISTRICT,2008,59579,7337,38013,14229,68017,31631,17489,5496,11652
3383,RUSSELL COUNTY SCHOOL DISTRICT,2008,34325,3740,23209,7376,34017,16988,11527,3073,1353
8283,ST CLAIR COUNTY SCHOOL DISTRICT,2008,82249,5777,57137,19335,73904,41170,19534,6418,4806
4179,PELL CITY SCHOOL DIST,2008,39645,3122,25706,10817,46672,20789,11133,2959,10487
26299,SHELBY COUNTY SCHOOL DISTRICT,2008,285107,13463,150019,121625,286993,140259,83396,21525,33019
2283,SUMTER COUNTY SCHOOL DISTRICT,2008,24491,4509,15454,4528,25682,12353,9451,2249,1011
2363,SYLACAUGA CITY SCHOOL DISTRICT,2008,23217,2329,14840,6048,23968,13685,6944,1740,1331
2573,TALLADEGA CITY SCHOOL DISTRICT,2008,26411,3167,17597,5647,26166,14426,8324,2266,1073
7925,TALLADEGA COUNTY SCHOOL DISTRICT,2008,76482,7852,46549,22081,75191,35780,28368,6555,2328
3167,TALLAPOOSA COUNTY SCHOOL DISTRICT,2008,33014,3675,19771,9568,31480,17689,9532,2897,1000
3476,ALEXANDER CITY SCHOOL DISTRICT,2008,33807,2626,20762,10419,32691,19948,9671,1852,499
10392,TUSCALOOSA CITY SCHOOL DISTRICT,2008,118700,12462,58999,47239,136519,56647,36011,7435,33371
16968,TUSCALOOSA COUNTY SCHOOL DISTRICT,2008,173362,11611,101939,59812,181732,83190,48796,15559,31630
2701,JASPER CITY SCHOOL DISTRICT,2008,28354,1855,16700,9799,27163,15976,8290,1885,947
8398,WALKER COUNTY SCHOOL DISTRICT,2008,87066,9074,55931,22061,97490,46821,27500,6772,15055
3582,WASHINGTON COUNTY SCHOOL DISTRICT,2008,34743,3657,22131,8955,36318,18630,10201,2959,4310
2165,WILCOX COUNTY SCHOOL DISTRICT,2008,23528,3865,15453,4210,22081,11020,8052,1906,326
2774,WINSTON COUNTY SCHOOL DISTRICT,2008,31606,2677,21086,7843,30304,13912,10394,2568,2914
1647,HALEYVILLE CITY SCHOOL DISTRICT,2008,15862,1423,10014,4425,22284,9254,3621,1340,7516
8626,AUTAUGA COUNTY SCHOOL DISTRICT,2001,51151,4086,34418,12647,52471,27906,13180,3483,5678
22656,BALDWIN COUNTY SCHOOL DISTRICT,2001,154948,10430,79085,65433,143749,84264,42055,10203,5603
1615,BARBOUR COUNTY SCHOOL DISTRICT,2001,11015,1877,7464,1674,10863,5682,3452,1471,58
3056,EUFAULA CITY SCHOOL DISTRICT,2001,18827,1783,11555,5489,20233,10897,5107,1672,2554
3556,BIBB COUNTY SCHOOL DISTRICT,2001,22857,2815,16887,3155,27263,12479,5957,2173,6268
7290,BLOUNT COUNTY SCHOOL DISTRICT,2001,42399,3161,29604,9634,40890,22932,11494,3865,2400
1227,ONEONTA CITY SCHOOL DISTRICT,2001,7397,458,4755,2184,7239,4171,1911,695,335
1981,BULLOCK COUNTY SCHOOL DISTRICT,2001,11867,2296,7825,1746,13232,6866,3898,1189,1204
3632,BUTLER COUNTY SCHOOL DISTRICT,2001,22579,4222,14542,3815,24209,13247,6758,2328,1378
2740,ANNISTON CITY SCHOOL DISTRICT,2001,18326,3362,11015,3949,18635,10135,6155,2098,220
9536,CALHOUN COUNTY SCHOOL DISTRICT,2001,55972,4665,39120,12187,56064,30748,18754,5116,1443
1692,JACKSONVILLE CITY SCHOOL DISTRICT,2001,8907,699,6224,1984,10457,6004,2679,630,1038
1082,PIEDMONT CITY SCHOOL DISTRICT,2001,6731,657,4799,1275,7887,4053,1644,487,1599
3125,OXFORD CITY SCHOOL DISTRICT,2001,18597,1246,12385,4966,19939,11033,5083,1419,1476
4308,CHAMBERS COUNTY SCHOOL DISTRICT,2001,26537,3259,16492,6786,31182,14498,7522,2509,6058
1249,LANETT CITY SCHOOL DISTRICT,2001,8267,1141,5466,1660,8731,4811,2209,683,943
3919,CHEROKEE COUNTY SCHOOL DISTRICT,2001,24726,2060,15999,6667,24788,14451,6775,2491,939
6785,CHILTON COUNTY SCHOOL DISTRICT,2001,39408,3583,26246,9579,41897,22702,12202,3881,2729
2262,CHOCTAW COUNTY SCHOOL DISTRICT,2001,15030,2408,9387,3235,15070,8409,4755,1449,311
3595,CLARKE COUNTY SCHOOL DISTRICT,2001,22935,3199,14490,5246,22782,12456,7188,2631,179
1685,THOMASVILLE CITY SCHOOL DISTRICT,2001,10213,852,7036,2325,10429,6122,2580,728,897
2426,CLAY COUNTY SCHOOL DISTRICT,2001,16497,1377,12081,3039,15900,8559,3885,1529,1725
2558,CLEBURNE COUNTY SCHOOL DISTRICT,2001,14889,1411,10720,2758,16332,8778,4255,1410,1791
1929,COFFEE COUNTY SCHOOL DISTRICT,2001,12368,1362,8035,2971,12613,7141,3647,906,803
1027,ELBA CITY SCHOOL DISTRICT,2001,6599,693,4428,1478,6639,3869,2073,601,96
5052,ENTERPRISE CITY SCHOOL DISTRICT,2001,32476,2597,21271,8608,32769,18508,9993,2203,2062
3343,COLBERT COUNTY SCHOOL DISTRICT,2001,23069,1957,14083,7029,24463,12517,6976,2329,2248
1404,SHEFFIELD CITY SCHOOL DISTRICT,2001,10359,1019,5747,3593,10217,5897,2918,771,605
1386,TUSCUMBIA CITY SCHOOL DISTRICT,2001,9549,724,5759,3066,9773,5253,3045,815,550
2399,MUSCLE SHOALS SCHOOL DISTRICT,2001,16112,631,8863,6618,16359,9457,5263,1575,55
2110,CONECUH COUNTY SCHOOL DISTRICT,2001,13035,2193,8607,2235,14065,7397,4035,1662,720
1735,COOSA COUNTY SCHOOL DISTRICT,2001,10087,1248,6997,1842,10092,5424,3440,1015,172
1768,ANDALUSIA CITY SCHOOL DISTRICT,2001,13501,1150,7752,4599,16172,6655,2822,1049,5646
3278,COVINGTON COUNTY SCHOOL DISTRICT,2001,20464,2369,13360,4735,20293,11436,5859,1814,1129
1436,OPP CITY SCHOOL DISTRICT,2001,9194,796,6318,2080,9075,5308,2191,766,800
2387,CRENSHAW COUNTY SCHOOL DISTRICT,2001,14311,1644,9839,2828,15364,8087,4084,1346,1693
2689,CULLMAN CITY SCHOOL DISTRICT,2001,17579,1774,9704,6101,15799,9259,3774,2120,300
9528,CULLMAN COUNTY SCHOOL DISTRICT,2001,61348,5083,41754,14511,64947,32172,16477,5274,10316
2684,DALE COUNTY SCHOOL DISTRICT,2001,15742,1533,10502,3707,17626,9702,4657,1192,1739
2999,OZARK CITY SCHOOL DISTRICT,2001,17979,2037,11989,3953,18113,10522,5844,1336,243
1657,DALEVILLE CITY SCHOOL DISTRICT,2001,10316,1459,7224,1633,10211,5899,2786,771,579
4802,DALLAS COUNTY SCHOOL DISTRICT,2001,28699,4305,20285,4109,28690,16558,9173,2454,160
4219,SELMA CITY SCHOOL DISTRICT,2001,26841,4706,17359,4776,26098,14540,7488,3565,490
7808,DE KALB COUNTY SCHOOL DISTRICT,2001,51046,5312,34350,11384,54689,28605,14367,4505,7051
2635,FORT PAYNE CITY SCHOOL DISTRICT,2001,16551,1402,10755,4394,17883,9247,4065,1689,2677
10064,ELMORE COUNTY SCHOOL DISTRICT,2001,56493,4102,40513,11878,62328,35404,15988,4629,5571
1845,TALLASSEE CITY SCHOOL DISTRICT,2001,10151,929,6723,2499,10651,6317,2327,979,819
1370,BREWTON CITY SCHOOL DISTRICT,2001,10859,613,5648,4598,10402,5576,2492,368,1966
4815,ESCAMBIA COUNTY SCHOOL DISTRICT,2001,33321,4105,19684,9532,36204,18089,10481,2470,4721
1843,ATTALLA CITY SCHOOL DISTRICT,2001,13019,1219,8941,2859,16738,6990,3122,1078,5120
8468,ETOWAH COUNTY SCHOOL DISTRICT,2001,49581,3710,34739,11132,51670,29172,13516,3782,4801
