ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
5507,GADSDEN CITY SCHOOL DISTRICT,2001,35213,4953,20495,9765,35479,20578,11213,3406,161
2781,FAYETTE COUNTY SCHOOL DISTRICT,2001,17029,1412,11931,3686,17366,9665,4834,1493,991
3155,FRANKLIN COUNTY SCHOOL DISTRICT,2001,19539,1733,13143,4663,20046,11447,5706,2111,646
2378,RUSSELLVILLE SCHOOL DISTRICT,2001,15695,1176,9513,5006,16248,8933,3945,2154,583
2785,GENEVA COUNTY SCHOOL DISTRICT,2001,15964,1821,11302,2841,17767,9415,4526,1698,1860
1356,GENEVA CITY SCHOOL DIST,2001,9281,685,6427,2169,9096,5323,2069,574,956
1747,GREENE COUNTY SCHOOL DISTRICT,2001,12413,2675,7789,1949,14394,6820,4309,1520,1634
3302,HALE COUNTY SCHOOL DISTRICT,2001,20155,3080,13712,3363,21730,11967,5755,2209,1371
2794,HENRY COUNTY SCHOOL DISTRICT,2001,16888,1971,11386,3531,17388,10132,4644,1890,514
8688,DOTHAN CITY SCHOOL DISTRICT,2001,57370,7133,34362,15875,58758,31726,18624,6646,1682
6174,HOUSTON COUNTY SCHOOL DISTRICT,2001,36674,3384,21831,11459,37495,21386,9991,3269,2785
6159,JACKSON COUNTY SCHOOL DISTRICT,2001,40971,3508,26119,11344,42685,22373,12122,3829,4318
2798,SCOTTSBORO CITY SCHOOL DISTRICT,2001,22578,1374,12687,8517,22485,10994,5734,1966,2862
4628,BESSEMER CITY SCHOOL DISTRICT,2001,30447,4638,17906,7903,29702,15791,8888,2715,2261
37843,BIRMINGHAM CITY SCHOOL DISTRICT,2001,254434,32210,136864,85360,332169,141988,92658,24690,68166
2417,FAIRFIELD CITY SCHOOL DISTRICT,2001,15258,1913,9662,3683,15208,8113,4304,1375,1257
40726,JEFFERSON COUNTY SCHOOL DISTRICT,2001,270113,19048,156155,94910,260383,146925,68872,26159,9105
1333,TARRANT CITY SCHOOL DISTRICT,2001,9231,867,5035,3329,9346,5220,2611,901,420
9839,HOOVER CITY SCHOOL DISTRICT,2001,102778,2192,37939,62647,110401,43190,24290,7102,28233
3941,MOUNTAIN BROOK CITY SCHOOL DISTRICT,2001,38568,505,15218,22845,38895,20289,10319,2686,4263
3170,HOMEWOOD CITY SCHOOL DIST,2001,32025,871,10947,20207,38432,16443,8129,1963,11392
1188,MIDFIELD CITY SCHOOL DIST,2001,7225,772,4777,1676,7892,4469,2437,539,437
4449,VESTAVIA HILLS CITY SCHOOL DISTRICT,2001,34732,1441,14782,18509,30808,18788,8116,2333,1174
2684,LAMAR COUNTY SCHOOL DISTRICT,2001,19194,1819,13279,4096,22854,8949,5311,2303,5896
4423,FLORENCE CITY SCHOOL DISTRICT,2001,36285,3921,17095,15269,38845,20176,10583,3263,4450
8710,LAUDERDALE COUNTY SCHOOL DISTRICT,2001,54269,3224,35026,16019,54495,31301,15053,4356,3417
6118,LAWRENCE COUNTY SCHOOL DISTRICT,2001,39469,4190,25423,9856,41931,22762,11965,3987,2896
8990,LEE COUNTY SCHOOL DISTRICT,2001,58057,3415,36154,18488,63798,31900,15313,4886,9759
4518,OPELIKA CITY SCHS,2001,32234,2808,17285,12141,35529,17661,8688,2738,5277
4421,AUBURN CITY SCHOOL DIST,2001,33307,3299,16615,13393,31506,17474,9706,3545,729
2835,ATHENS CITY SCHOOL DISTRICT,2001,21727,1346,10152,10229,27089,13151,5947,1940,5225
7930,LIMESTONE COUNTY SCHOOL DISTRICT,2001,51884,2953,31699,17232,54977,30921,12581,4903,5979
2620,LOWNDES COUNTY SCHOOL DISTRICT,2001,20466,5098,11648,3720,19296,9201,6199,3505,332
3885,MACON COUNTY SCHOOL DISTRICT,2001,24712,3808,16874,4030,25863,13771,7340,1930,2035
22832,HUNTSVILLE CITY SCHOOL DISTRICT,2001,163226,12626,81423,69177,167365,97318,50145,10786,8388
15675,MADISON COUNTY SCHOOL DISTRICT,2001,99063,5037,61182,32844,109054,54006,28661,6757,16148
5989,MADISON CITY SCHOOL DISTRICT,2001,40573,1442,22704,16427,44912,20298,10593,2727,9169
2301,DEMOPOLIS CITY SCHOOL DISTRICT,2001,13799,1583,8946,3270,13989,8288,3389,1620,686
1751,MARENGO COUNTY SCHOOL DISTRICT,2001,12083,1786,8269,2028,13136,6292,3440,1354,1912
650,LINDEN CITY SCHOOL DIST,2001,4965,940,3073,952,5128,2742,1484,667,228
3835,MARION COUNTY SCHOOL DISTRICT,2001,22533,1833,15551,5149,22607,13940,6120,2039,310
1261,WINFIELD CITY SCHOOL DISTRICT,2001,9399,930,5132,3337,14306,4220,1939,1643,6279
6936,MARSHALL COUNTY SCHOOL DISTRICT,2001,49292,4061,30146,15085,54109,24305,15251,6870,6366
3471,ALBERTVILLE CITY SCHOOL DISTRICT,2001,22509,1701,14863,5945,31514,12790,5951,1523,10688
2644,ARAB CITY SCHOOL DISTRICT,2001,15620,726,10692,4202,16338,9075,4506,1221,1536
1824,GUNTERSVILLE CITY SCHOOL DIST,2001,12835,763,7691,4381,13568,7013,3625,1247,1558
64976,MOBILE COUNTY SCHOOL DISTRICT,2001,397173,51304,245371,100498,409068,220268,105839,33447,43819
4438,MONROE COUNTY SCHOOL DISTRICT,2001,28321,3149,19041,6131,28345,16083,7551,2344,2367
33267,MONTGOMERY COUNTY SCHOOL DISTRICT,2001,209557,27474,127122,54961,226105,115611,62327,17548,28089
8963,DECATUR CITY SCHOOL DISTRICT,2001,69407,4245,33569,31593,64705,36708,19954,4886,1966
7402,MORGAN COUNTY SCHOOL DISTRICT,2001,57707,3572,32604,21531,57655,28520,17057,3720,7098
3008,HARTSELLE CITY SCHOOL DISTRICT,2001,24727,2909,15688,6130,27682,11480,5649,1217,9119
2302,PERRY COUNTY SCHOOL DISTRICT,2001,14478,3074,9519,1885,15100,8156,4105,1529,959
3708,PICKENS COUNTY SCHOOL DISTRICT,2001,23007,2829,15905,4273,23463,13801,6961,2265,399
2218,PIKE COUNTY SCHOOL DISTRICT,2001,15712,3261,9437,3014,16048,7867,6180,1205,673
2279,TROY CITY SCHOOL DISTRICT,2001,14640,1726,8899,4015,14051,7790,3875,1267,917
2246,RANDOLPH COUNTY SCHOOL DISTRICT,2001,12816,1174,8869,2773,13295,7478,3943,1238,597
1514,ROANOKE CITY SCHOOL DISTRICT,2001,9117,881,6432,1804,8911,5110,2485,831,485
4940,PHENIX CITY SCHOOL DISTRICT,2001,35253,4953,20930,9370,42018,16939,10308,5118,8556
3862,RUSSELL COUNTY SCHOOL DISTRICT,2001,23491,2916,15292,5283,30521,13178,7208,2131,7243
7072,ST CLAIR COUNTY SCHOOL DISTRICT,2001,41319,2921,28317,10081,39454,22638,9650,3173,2972
3872,PELL CITY SCHOOL DIST,2001,22877,2637,14984,5256,24265,13314,6458,2305,1420
20129,SHELBY COUNTY SCHOOL DISTRICT,2001,154641,7866,75924,70851,157199,77287,42643,14694,15971
2781,SUMTER COUNTY SCHOOL DISTRICT,2001,19841,4724,11756,3361,19566,11141,5670,2007,437
2260,SYLACAUGA CITY SCHOOL DISTRICT,2001,16382,1475,9491,5416,16611,8874,4469,1408,1603
3082,TALLADEGA CITY SCHOOL DISTRICT,2001,20237,2422,13325,4490,20489,11890,6039,1797,622
7841,TALLADEGA COUNTY SCHOOL DISTRICT,2001,48536,5521,31087,11928,51831,25239,16299,4104,4677
3378,TALLAPOOSA COUNTY SCHOOL DISTRICT,2001,20550,1969,13022,5559,21577,12765,5830,1984,671
3573,ALEXANDER CITY SCHOOL DISTRICT,2001,23018,1514,14051,7453,22265,13348,6239,1267,986
9545,TUSCALOOSA CITY SCHOOL DISTRICT,2001,75678,7498,39853,28327,79112,37851,19477,5616,14161
15666,TUSCALOOSA COUNTY SCHOOL DISTRICT,2001,97342,7487,60396,29459,105835,58361,25649,8548,10898
2542,JASPER CITY SCHOOL DISTRICT,2001,17484,1168,9688,6628,16896,9735,5323,1603,189
8262,WALKER COUNTY SCHOOL DISTRICT,2001,58346,6390,36470,15486,56128,29800,16499,6111,3314
3589,WASHINGTON COUNTY SCHOOL DISTRICT,2001,22206,2526,13353,6327,22353,13244,6303,1978,733
2534,WILCOX COUNTY SCHOOL DISTRICT,2001,17190,3784,10623,2783,18183,9567,5809,2050,427
2852,WINSTON COUNTY SCHOOL DISTRICT,2001,18513,1605,12083,4825,20435,10407,5996,1930,1769
1689,HALEYVILLE CITY SCHOOL DISTRICT,2001,10574,786,6807,2981,10312,6210,2183,918,855
8912,AUTAUGA COUNTY SCHOOL DISTRICT,2000,48294,3344,34783,10167,49796,26648,12921,3220,4761
22337,BALDWIN COUNTY SCHOOL DISTRICT,2000,150579,10578,78199,61802,138009,81035,40483,9283,5378
1668,BARBOUR COUNTY SCHOOL DISTRICT,2000,11773,1628,8225,1920,11801,5837,3480,1192,1083
3125,EUFAULA CITY SCHOOL DISTRICT,2000,19780,1727,11936,6117,18575,10389,5085,1686,1412
3646,BIBB COUNTY SCHOOL DISTRICT,2000,21020,2531,15267,3222,21306,11934,5604,1964,1396
7154,BLOUNT COUNTY SCHOOL DISTRICT,2000,43466,2605,31354,9507,40474,21849,10308,3614,4478
1192,ONEONTA CITY SCHOOL DISTRICT,2000,6981,312,4530,2139,7330,3948,1971,625,585
1953,BULLOCK COUNTY SCHOOL DISTRICT,2000,12622,2068,8947,1607,13278,6105,3789,1151,2162
3665,BUTLER COUNTY SCHOOL DISTRICT,2000,24589,3481,17288,3820,26085,13020,6322,2026,4233
2839,ANNISTON CITY SCHOOL DISTRICT,2000,18820,2841,12137,3842,19399,10024,5937,2498,912
9630,CALHOUN COUNTY SCHOOL DISTRICT,2000,57560,4821,40836,11903,54712,30661,17153,4684,2200
1629,JACKSONVILLE CITY SCHOOL DISTRICT,2000,10065,922,7085,2058,9804,6025,2646,599,429
1118,PIEDMONT CITY SCHOOL DISTRICT,2000,6719,750,4780,1189,6674,4098,1550,524,410
3075,OXFORD CITY SCHOOL DISTRICT,2000,17753,1137,12160,4456,18871,10497,4919,1308,2060
4240,CHAMBERS COUNTY SCHOOL DISTRICT,2000,28056,2865,18512,6679,32065,14140,7537,2354,7409
1351,LANETT CITY SCHOOL DISTRICT,2000,8266,1077,5472,1717,7994,4719,2104,711,377
3962,CHEROKEE COUNTY SCHOOL DISTRICT,2000,25320,1662,17519,6139,24592,13505,6290,2092,2556
6663,CHILTON COUNTY SCHOOL DISTRICT,2000,40550,3035,28829,8686,43895,21799,11084,3415,7322
2333,CHOCTAW COUNTY SCHOOL DISTRICT,2000,14574,2166,9235,3173,14712,8066,4481,1428,586
3676,CLARKE COUNTY SCHOOL DISTRICT,2000,24010,2902,16404,4704,27285,12129,6744,2417,5634
1636,THOMASVILLE CITY SCHOOL DISTRICT,2000,9991,847,6943,2201,9937,5875,2434,675,876
2503,CLAY COUNTY SCHOOL DISTRICT,2000,15418,1150,11517,2751,15953,8702,3942,1412,1716
2557,CLEBURNE COUNTY SCHOOL DISTRICT,2000,15830,1316,11838,2676,15822,8369,4002,1299,2065
1951,COFFEE COUNTY SCHOOL DISTRICT,2000,13798,1287,9470,3041,13354,7211,3581,874,1571
1062,ELBA CITY SCHOOL DISTRICT,2000,6776,628,4704,1444,6992,3818,2049,586,539
5199,ENTERPRISE CITY SCHOOL DISTRICT,2000,31617,2338,20795,8484,31408,17351,9539,2245,2267
3351,COLBERT COUNTY SCHOOL DISTRICT,2000,24383,1834,15167,7382,24019,12725,6844,2149,1912
1417,SHEFFIELD CITY SCHOOL DISTRICT,2000,10217,875,5925,3417,9869,5610,2928,765,536
1411,TUSCUMBIA CITY SCHOOL DISTRICT,2000,10118,689,6291,3138,10042,5084,3034,858,944
2337,MUSCLE SHOALS SCHOOL DISTRICT,2000,15683,550,8461,6672,16584,8811,5370,1423,970
2145,CONECUH COUNTY SCHOOL DISTRICT,2000,12953,2089,8629,2235,13957,7341,3789,1580,1088
1735,COOSA COUNTY SCHOOL DISTRICT,2000,10329,1032,7527,1770,10101,5497,3315,988,301
1827,ANDALUSIA CITY SCHOOL DISTRICT,2000,17108,1074,7383,8651,18171,6393,2494,931,8353
3282,COVINGTON COUNTY SCHOOL DISTRICT,2000,20603,2310,13878,4415,20297,10660,5594,1794,2191
1480,OPP CITY SCHOOL DISTRICT,2000,8512,736,5899,1877,8516,5265,2120,726,384
2330,CRENSHAW COUNTY SCHOOL DISTRICT,2000,14571,1830,10225,2516,16559,7917,3855,1186,3498
2703,CULLMAN CITY SCHOOL DISTRICT,2000,16355,1707,9350,5298,16936,9303,4187,2103,933
9523,CULLMAN COUNTY SCHOOL DISTRICT,2000,59705,5863,39069,14773,63146,30410,16161,5603,10397
2638,DALE COUNTY SCHOOL DISTRICT,2000,17442,1487,11995,3960,17747,9432,5097,1210,1729
3016,OZARK CITY SCHOOL DISTRICT,2000,19084,1841,13329,3914,19018,10542,5649,1345,1390
1760,DALEVILLE CITY SCHOOL DISTRICT,2000,10276,1312,7370,1594,9803,5919,2579,769,372
4916,DALLAS COUNTY SCHOOL DISTRICT,2000,29235,4013,21490,3732,29605,16311,8811,2372,1743
4342,SELMA CITY SCHOOL DISTRICT,2000,28035,4226,18787,5022,27375,14471,7575,3378,1834
7601,DE KALB COUNTY SCHOOL DISTRICT,2000,47270,4251,31981,11038,46967,26293,11532,5980,3020
2564,FORT PAYNE CITY SCHOOL DISTRICT,2000,15026,1129,9915,3982,16000,8970,3878,1489,1278
10007,ELMORE COUNTY SCHOOL DISTRICT,2000,58333,3911,42924,11498,61960,34042,14338,4268,8546
1835,TALLASSEE CITY SCHOOL DISTRICT,2000,10392,843,7482,2067,10539,5948,2249,879,1463
1374,BREWTON CITY SCHOOL DISTRICT,2000,9207,573,5809,2825,9107,5395,2516,358,838
4885,ESCAMBIA COUNTY SCHOOL DISTRICT,2000,32526,3473,21443,7610,38916,17210,9486,2203,9528
1813,ATTALLA CITY SCHOOL DISTRICT,2000,12448,1298,8320,2830,12406,6901,3051,1060,1023
8466,ETOWAH COUNTY SCHOOL DISTRICT,2000,49226,3211,35205,10810,50008,28002,12734,3628,5221
5549,GADSDEN CITY SCHOOL DISTRICT,2000,37722,4563,23674,9485,39655,20799,11010,3929,3790
2787,FAYETTE COUNTY SCHOOL DISTRICT,2000,17264,1256,11804,4204,16574,9422,4709,1443,795
3191,FRANKLIN COUNTY SCHOOL DISTRICT,2000,18975,1572,13014,4389,19755,11231,5437,2081,727
2365,RUSSELLVILLE SCHOOL DISTRICT,2000,15219,1058,9764,4397,15721,9190,3699,1231,1429
2758,GENEVA COUNTY SCHOOL DISTRICT,2000,16678,1587,12393,2698,17101,9004,4520,1442,1902
1447,GENEVA CITY SCHOOL DIST,2000,8709,669,5904,2136,8506,5122,1883,614,720
1888,GREENE COUNTY SCHOOL DISTRICT,2000,12449,2473,7922,2054,12838,7018,3881,1616,234
3339,HALE COUNTY SCHOOL DISTRICT,2000,20667,2891,14324,3452,20632,11262,5649,1985,1298
2751,HENRY COUNTY SCHOOL DISTRICT,2000,18159,1737,13019,3403,18847,9721,4583,1694,2648
8822,DOTHAN CITY SCHOOL DISTRICT,2000,57467,6540,35245,15682,59084,31611,18512,6284,1893
6156,HOUSTON COUNTY SCHOOL DISTRICT,2000,35521,3134,21824,10563,34524,19860,9632,3132,1836
6137,JACKSON COUNTY SCHOOL DISTRICT,2000,41803,3154,27370,11279,40468,21406,11252,3618,4158
2836,SCOTTSBORO CITY SCHOOL DISTRICT,2000,20768,1222,11693,7853,20598,10219,5563,1902,1927
4850,BESSEMER CITY SCHOOL DISTRICT,2000,41745,3881,18569,19295,29820,15197,8749,3735,1878
38120,BIRMINGHAM CITY SCHOOL DISTRICT,2000,271042,28730,162996,79316,303888,135691,94999,18812,51343
2311,FAIRFIELD CITY SCHOOL DISTRICT,2000,13660,1365,8695,3600,13165,7375,3846,1286,539
41310,JEFFERSON COUNTY SCHOOL DISTRICT,2000,327941,27012,166334,134595,325440,146274,69481,24702,79071
1315,TARRANT CITY SCHOOL DISTRICT,2000,9179,812,5047,3320,9848,5140,2574,836,1026
9508,HOOVER CITY SCHOOL DISTRICT,2000,97598,1697,39751,56150,121021,37504,21015,5541,50284
3896,MOUNTAIN BROOK CITY SCHOOL DISTRICT,2000,35910,359,14148,21403,39395,18494,9686,2622,7226
3231,HOMEWOOD CITY SCHOOL DIST,2000,33484,757,12343,20384,28855,16104,7819,1810,2606
1192,MIDFIELD CITY SCHOOL DIST,2000,8330,824,5812,1694,8962,4546,2359,679,1352
4375,VESTAVIA HILLS CITY SCHOOL DISTRICT,2000,34013,1819,14626,17568,30792,17125,8456,2182,2398
2803,LAMAR COUNTY SCHOOL DISTRICT,2000,16783,1641,11506,3636,17301,8717,4769,1713,1764
4557,FLORENCE CITY SCHOOL DISTRICT,2000,36946,3750,18683,14513,40969,19259,10094,3095,8135
8691,LAUDERDALE COUNTY SCHOOL DISTRICT,2000,53859,2810,36272,14777,55374,30074,14112,4073,6724
6130,LAWRENCE COUNTY SCHOOL DISTRICT,2000,40938,3631,27017,10290,41567,21489,11278,3854,4616
8637,LEE COUNTY SCHOOL DISTRICT,2000,55560,3189,36060,16311,64680,29504,13802,4929,14486
4432,OPELIKA CITY SCHS,2000,31806,2722,19008,10076,32798,17095,7698,2429,5215
4328,AUBURN CITY SCHOOL DIST,2000,30236,1430,17709,11097,29112,16114,8655,2118,2164
2844,ATHENS CITY SCHOOL DISTRICT,2000,23946,1171,12046,10729,24349,12643,5810,2018,3014
7944,LIMESTONE COUNTY SCHOOL DISTRICT,2000,49547,2651,31090,15806,57479,29037,11634,3411,12054
2735,LOWNDES COUNTY SCHOOL DISTRICT,2000,19848,4691,13029,2128,20639,9476,5400,3601,2115
4020,MACON COUNTY SCHOOL DISTRICT,2000,26383,3715,18400,4268,25553,13718,6613,1872,2441
23100,HUNTSVILLE CITY SCHOOL DISTRICT,2000,158038,10958,82435,64645,161285,95886,47818,10554,6303
15466,MADISON COUNTY SCHOOL DISTRICT,2000,94640,5034,59916,29690,99157,49425,28948,6429,11417
5816,MADISON CITY SCHOOL DISTRICT,2000,38556,1445,22291,14820,34728,17926,9938,2196,4419
2315,DEMOPOLIS CITY SCHOOL DISTRICT,2000,13631,1440,9140,3051,13398,7819,3114,1492,973
1801,MARENGO COUNTY SCHOOL DISTRICT,2000,11904,1595,8016,2293,11398,6387,3302,1230,207
673,LINDEN CITY SCHOOL DIST,2000,5500,875,3600,1025,5664,2730,1573,659,702
3864,MARION COUNTY SCHOOL DISTRICT,2000,23580,1755,16484,5341,23699,13905,5861,2085,1764
1296,WINFIELD CITY SCHOOL DISTRICT,2000,10417,695,6833,2889,9984,4222,1849,1370,2297
7022,MARSHALL COUNTY SCHOOL DISTRICT,2000,46349,3620,29866,12863,45411,22503,12891,4836,4087
3391,ALBERTVILLE CITY SCHOOL DISTRICT,2000,21871,1612,13329,6930,24097,12150,5816,1530,4010
2640,ARAB CITY SCHOOL DISTRICT,2000,15400,566,10620,4214,16735,8878,4309,1146,2402
1776,GUNTERSVILLE CITY SCHOOL DIST,2000,12107,665,7201,4241,12344,6471,3494,1307,978
65067,MOBILE COUNTY SCHOOL DISTRICT,2000,393470,44633,267896,80941,401336,215810,104838,31686,46289
4581,MONROE COUNTY SCHOOL DISTRICT,2000,28193,2763,20083,5347,29690,16268,7652,2333,3436
33229,MONTGOMERY COUNTY SCHOOL DISTRICT,2000,208089,24719,139993,43377,221167,109524,58999,16807,35573
8797,DECATUR CITY SCHOOL DISTRICT,2000,69095,3744,33361,31990,64044,33909,20248,4622,3982
7549,MORGAN COUNTY SCHOOL DISTRICT,2000,55380,3225,31662,20493,54247,26368,15889,3531,7410
2975,HARTSELLE CITY SCHOOL DISTRICT,2000,21099,819,13478,6802,21729,11538,5082,1365,3528
2301,PERRY COUNTY SCHOOL DISTRICT,2000,15483,2897,10641,1945,15138,7858,4001,1460,1674
3768,PICKENS COUNTY SCHOOL DISTRICT,2000,23190,3092,16071,4027,23333,13024,6797,2131,1333
2283,PIKE COUNTY SCHOOL DISTRICT,2000,15858,2929,9877,3052,16132,7974,5930,1202,885
2315,TROY CITY SCHOOL DISTRICT,2000,15159,1491,10050,3618,14855,7385,3560,1184,2400
2216,RANDOLPH COUNTY SCHOOL DISTRICT,2000,12492,1043,8991,2458,12298,7001,3542,1232,483
1525,ROANOKE CITY SCHOOL DISTRICT,2000,9190,884,6972,1334,9365,5102,2544,1480,236
4939,PHENIX CITY SCHOOL DISTRICT,2000,34209,4626,20203,9380,34382,16390,10390,4468,2605
3920,RUSSELL COUNTY SCHOOL DISTRICT,2000,23830,3149,15322,5359,27611,12315,6769,2313,5154
7006,ST CLAIR COUNTY SCHOOL DISTRICT,2000,39932,2556,26939,10437,36108,21990,8966,3063,1789
3817,PELL CITY SCHOOL DIST,2000,23779,2017,16754,5008,25825,12359,6352,2202,4367
19689,SHELBY COUNTY SCHOOL DISTRICT,2000,150476,6664,78107,65705,169411,71247,38788,13233,39009
2828,SUMTER COUNTY SCHOOL DISTRICT,2000,18391,3230,11938,3223,18436,10788,5039,1839,393
2333,SYLACAUGA CITY SCHOOL DISTRICT,2000,29570,1385,10521,17664,16127,8689,4251,1365,1582
3140,TALLADEGA CITY SCHOOL DISTRICT,2000,20703,2148,14255,4300,20425,11340,5780,1720,1363
7816,TALLADEGA COUNTY SCHOOL DISTRICT,2000,52302,5006,35225,12071,61477,24465,15268,3754,17247
3384,TALLAPOOSA COUNTY SCHOOL DISTRICT,2000,20129,1755,13289,5085,21611,11932,5275,1723,2412
3601,ALEXANDER CITY SCHOOL DISTRICT,2000,23161,1542,14084,7535,21826,12474,5922,1196,2023
9648,TUSCALOOSA CITY SCHOOL DISTRICT,2000,71898,6170,39009,26719,71227,37235,19231,4988,7909
15589,TUSCALOOSA COUNTY SCHOOL DISTRICT,2000,94966,6741,62245,25980,96647,55354,24451,7491,7144
2439,JASPER CITY SCHOOL DISTRICT,2000,17627,1044,9832,6751,17187,9607,5020,1425,1066
8405,WALKER COUNTY SCHOOL DISTRICT,2000,55467,5695,34406,15366,53446,29892,16340,5691,1211
3622,WASHINGTON COUNTY SCHOOL DISTRICT,2000,21797,2067,13822,5908,21534,12513,5845,1834,1239
2558,WILCOX COUNTY SCHOOL DISTRICT,2000,16932,2823,10761,3348,17540,8865,5614,1772,949
2858,WINSTON COUNTY SCHOOL DISTRICT,2000,18164,1442,11892,4830,18501,9682,5200,1902,1410
1737,HALEYVILLE CITY SCHOOL DISTRICT,2000,10474,731,6694,3049,9631,5866,2237,847,526
9200,AUTAUGA COUNTY SCHOOL DISTRICT,2005,61748,5573,40508,15667,59863,33719,16269,4598,3125
24443,BALDWIN COUNTY SCHOOL DISTRICT,2005,202189,16834,92918,92437,216035,110592,65397,12873,23935
1266,BARBOUR COUNTY SCHOOL DISTRICT,2005,10820,2252,7002,1566,11635,5856,3517,1534,587
2999,EUFAULA CITY SCHOOL DISTRICT,2005,21037,2921,12590,5526,20807,12137,6043,1840,782
3559,BIBB COUNTY SCHOOL DISTRICT,2005,26228,3913,18364,3951,24810,14447,7432,2396,238
7753,BLOUNT COUNTY SCHOOL DISTRICT,2005,52559,5516,36527,10516,51056,28628,14900,4293,2628
1365,ONEONTA CITY SCHOOL DISTRICT,2005,9270,682,5928,2660,8804,5107,2280,975,300
1781,BULLOCK COUNTY SCHOOL DISTRICT,2005,13765,3009,8618,2138,14074,7663,4782,1274,254
3548,BUTLER COUNTY SCHOOL DISTRICT,2005,26438,5519,16325,4594,25583,14581,7574,2837,172
2567,ANNISTON CITY SCHOOL DISTRICT,2005,20279,4640,10905,4734,21170,11008,7161,1772,1185
8916,CALHOUN COUNTY SCHOOL DISTRICT,2005,66683,6831,43092,16760,65724,33996,22296,5452,3963
1704,JACKSONVILLE CITY SCHOOL DISTRICT,2005,11025,890,7584,2551,10867,6714,3105,764,143
1004,PIEDMONT CITY SCHOOL DISTRICT,2005,7508,1201,4628,1679,7425,4214,2016,574,533
3899,OXFORD CITY SCHOOL DISTRICT,2005,28193,2054,17586,8553,31173,15557,7748,1862,4728
4329,CHAMBERS COUNTY SCHOOL DISTRICT,2005,31942,4307,19609,8026,31804,16295,9475,2742,2565
988,LANETT CITY SCHOOL DISTRICT,2005,7554,1298,4678,1578,7672,4315,2457,725,97
4225,CHEROKEE COUNTY SCHOOL DISTRICT,2005,31215,3393,19715,8107,31455,17710,9684,2906,977
7210,CHILTON COUNTY SCHOOL DISTRICT,2005,48187,5595,32176,10416,48758,27180,13650,4397,3314
2072,CHOCTAW COUNTY SCHOOL DISTRICT,2005,18766,3462,9597,5707,20253,8131,5945,1778,3336
3537,CLARKE COUNTY SCHOOL DISTRICT,2005,27194,4465,16108,6621,26191,14030,8537,2661,699
1659,THOMASVILLE CITY SCHOOL DISTRICT,2005,11706,1286,7685,2735,12076,6856,3275,912,940
2064,CLAY COUNTY SCHOOL DISTRICT,2005,14830,1676,10072,3082,14640,8337,4530,1478,132
2503,CLEBURNE COUNTY SCHOOL DISTRICT,2005,17878,2263,12534,3081,17121,10059,5080,1728,211
1923,COFFEE COUNTY SCHOOL DISTRICT,2005,14195,1863,8957,3375,14531,7424,4218,1109,1707
915,ELBA CITY SCHOOL DISTRICT,2005,7659,1141,4770,1748,7511,4216,2384,697,201
5523,ENTERPRISE CITY SCHOOL DISTRICT,2005,40582,4324,24797,11461,39141,22513,12056,2785,1778
3218,COLBERT COUNTY SCHOOL DISTRICT,2005,29092,2882,15070,11140,27679,14148,8981,2787,1546
1241,SHEFFIELD CITY SCHOOL DISTRICT,2005,11514,1884,5878,3752,11568,6566,3652,982,356
1446,TUSCUMBIA CITY SCHOOL DISTRICT,2005,11567,1097,6622,3848,11263,6047,3876,945,281
2576,MUSCLE SHOALS SCHOOL DISTRICT,2005,20492,1022,11348,8122,20213,11756,6348,1827,271
1847,CONECUH COUNTY SCHOOL DISTRICT,2005,17628,3605,9368,4655,15986,8221,4494,1730,1385
1507,COOSA COUNTY SCHOOL DISTRICT,2005,11529,1750,7523,2256,11221,5940,3961,986,106
1625,ANDALUSIA CITY SCHOOL DISTRICT,2005,13364,1516,7287,4561,12216,7012,3335,1056,650
3226,COVINGTON COUNTY SCHOOL DISTRICT,2005,27555,3048,14561,9946,24042,12708,7277,2020,1894
1386,OPP CITY SCHOOL DISTRICT,2005,10832,1320,6290,3222,10099,5379,3020,1003,629
2485,CRENSHAW COUNTY SCHOOL DISTRICT,2005,17281,2471,11523,3287,17333,9509,4957,1412,1324
2681,CULLMAN CITY SCHOOL DISTRICT,2005,22277,2577,10438,9262,21157,12992,5974,1682,311
9839,CULLMAN COUNTY SCHOOL DISTRICT,2005,69750,7859,46294,15597,72257,37618,21854,6420,5474
2852,DALE COUNTY SCHOOL DISTRICT,2005,20459,2124,12976,5359,19533,10959,6256,1563,307
2675,OZARK CITY SCHOOL DISTRICT,2005,20087,2868,12845,4374,20793,10625,6871,1644,1592
1468,DALEVILLE CITY SCHOOL DISTRICT,2005,11048,1855,7150,2043,10904,6052,3271,819,642
4420,DALLAS COUNTY SCHOOL DISTRICT,2005,32872,5674,22361,4837,32381,16620,10973,3204,213
4270,SELMA CITY SCHOOL DISTRICT,2005,30258,5909,18597,5752,29451,17012,8827,3132,468
8331,DE KALB COUNTY SCHOOL DISTRICT,2005,60939,7769,39269,13901,61064,34850,17838,4536,3626
